particles,inertia,cognition,social,epoch_stop,solution_found,fitness
40,0.5,1,1,373,[1. 1.],6.649148298273175e-21
40,0.5,1,1,259,[1. 1.],1.1280291980633706e-22
40,0.5,1,1,352,[1. 1.],1.5657212759586761e-18
40,0.5,1,1,365,[1.00000016 1.00000033],2.7247742834405947e-14
40,0.5,1,1,596,[1. 1.],1.1142660286246792e-29
40,0.5,1,1,322,[1.00000002 1.00000004],4.1038944762560307e-16
40,0.5,1,1,300,[1. 1.],2.240586837957267e-24
40,0.5,1,1,244,[1. 1.],1.8435001390696767e-21
40,0.5,1,1,294,[1. 1.],9.496643335973325e-25
40,0.5,1,1,212,[0.99999902 0.99999804],9.646628264011556e-13
40,0.5,1,1,237,[1. 1.],4.6443840215174675e-18
40,0.5,1,1,213,[0.99999986 0.99999973],1.8688169149043412e-14
40,0.5,1,1,306,[0.99999992 0.99999984],6.385458037212957e-15
40,0.5,1,1,904,[1. 1.],7.336455722361986e-27
40,0.5,1,1,903,[1.00000084 1.00000167],7.179563882815519e-13
40,0.5,1,1,345,[1.         1.00000001],2.3747647495572046e-17
40,0.5,1,1,498,[1.         0.99999999],2.2951139981254744e-15
40,0.5,1,1,236,[1.00000001 1.00000001],4.482529822285582e-17
40,0.5,1,1,229,[1. 1.],2.768761098281409e-22
40,0.5,1,1,373,[1. 1.],1.9045544068378564e-18
40,0.5,1,1,235,[1. 1.],9.304177260626085e-23
40,0.5,1,1,263,[1. 1.],3.127299346497895e-19
40,0.5,1,1,235,[1. 1.],2.4377599487648205e-20
40,0.5,1,1,308,[1. 1.],2.3787823312331426e-23
40,0.5,1,1,415,[0.99999999 0.99999998],7.474998840571181e-17
40,0.5,1,1,310,[0.99999999 0.99999999],6.010746851032007e-17
40,0.5,1,1,219,[1. 1.],4.768382881910709e-18
40,0.5,1,1,206,[1. 1.],1.3276746545033668e-18
40,0.5,1,1,339,[1. 1.],1.5180054836510522e-24
40,0.5,1,1,287,[1.00000004 1.00000008],1.623892816480381e-15
40,0.5,1,1,181,[1.0000076  1.00001512],5.835225204007946e-11
40,0.5,1,1,420,[1.00000143 1.00000289],2.191444902093757e-12
40,0.5,1,1,172,[1. 1.],4.503626660354756e-18
40,0.5,1,1,206,[1.         0.99999999],1.3640090241203054e-17
40,0.5,1,1,315,[1. 1.],1.0407663789710402e-25
40,0.5,1,1,196,[0.99999919 0.99999836],6.909444388982169e-13
40,0.5,1,1,506,[1. 1.],3.70954450039575e-24
40,0.5,1,1,454,[1. 1.],6.101365785341394e-26
40,0.5,1,1,321,[1.00000001 1.00000001],3.158697865336724e-17
40,0.5,1,1,405,[1. 1.],0.0
40,0.5,1,1,391,[1.0000007  1.00000137],5.895645838118852e-13
40,0.5,1,1,214,[1.00000019 1.00000038],4.15070437128029e-14
40,0.5,1,1,285,[1. 1.],5.854579754321745e-20
40,0.5,1,1,156,[1.00000005 1.0000001 ],3.8746536691306785e-15
40,0.5,1,1,272,[1.00000003 1.00000007],1.1494147258349829e-15
40,0.5,1,1,219,[1. 1.],1.8236762891853607e-20
40,0.5,1,1,999,[1. 1.],0.0
40,0.5,1,1,209,[1.00000002 1.00000004],3.5617465035479727e-16
40,0.5,1,1,370,[1.         0.99999999],1.501480948801705e-17
40,0.5,1,1,234,[0.99999644 0.99999286],1.2728735112217339e-11
40,0.5,1,1,306,[1. 1.],4.333582237890274e-25
40,0.5,1,1,507,[1. 1.],0.0
40,0.5,1,1,233,[1.00000012 1.00000024],1.491562872993673e-14
40,0.5,1,1,426,[1.00000009 1.00000018],8.174670429386984e-15
40,0.5,1,1,184,[1. 1.],1.5087100921174912e-19
40,0.5,1,1,193,[1. 1.],3.959427060754235e-18
40,0.5,1,1,326,[1.00000003 1.00000006],1.0589069736842672e-15
40,0.5,1,1,224,[1. 1.],1.608200275105744e-20
40,0.5,1,1,605,[1. 1.],7.531529807607146e-23
40,0.5,1,1,242,[0.99999993 0.99999986],5.035989100664424e-15
40,0.5,1,1,226,[1. 1.],1.3257320502348628e-17
40,0.5,1,1,291,[0.99999999 0.99999999],5.352872295696375e-17
40,0.5,1,1,470,[1. 1.],0.0
40,0.5,1,1,278,[1. 1.],2.309306165060742e-22
40,0.5,1,1,180,[1. 1.],2.5884821804967747e-18
40,0.5,1,1,325,[1.00000022 1.00000043],5.96533707944929e-14
40,0.5,1,1,315,[1.00000001 1.00000001],3.4875339280155734e-17
40,0.5,1,1,278,[1.00000008 1.00000016],7.414686941170858e-15
40,0.5,1,1,272,[1. 1.],2.3951147856641417e-19
40,0.5,1,1,208,[1.00000005 1.0000001 ],3.175298991582523e-15
40,0.5,1,1,173,[1. 1.],4.9766306607368404e-18
40,0.5,1,1,244,[1. 1.],1.5354073933795913e-21
40,0.5,1,1,485,[1. 1.],2.8398992587956425e-29
40,0.5,1,1,301,[1.         0.99999999],1.303438857773924e-17
40,0.5,1,1,501,[1. 1.],9.805971967166654e-25
40,0.5,1,1,491,[1.00000001 1.00000002],6.40496613624212e-17
40,0.5,1,1,496,[1. 1.],2.6365294640767073e-22
40,0.5,1,1,843,[0.99999999 0.99999999],2.6898057750082473e-17
40,0.5,1,1,264,[1. 1.],1.1963815677813354e-24
40,0.5,1,1,219,[1.00000025 1.0000005 ],6.223274995415253e-14
40,0.5,1,1,214,[1.00000094 1.00000192],1.082981625716608e-12
40,0.5,1,1,319,[1. 1.],1.4509201129979013e-21
40,0.5,1,1,342,[1.00000003 1.00000006],2.3351987668487152e-15
40,0.5,1,1,424,[1. 1.],0.0
40,0.5,1,1,342,[1. 1.],2.382264387629799e-20
40,0.5,1,1,331,[0.99999922 0.99999847],6.497988019870993e-13
40,0.5,1,1,266,[0.99999996 0.99999993],3.594756706702106e-15
40,0.5,1,1,204,[1. 1.],3.6780375700069196e-20
40,0.5,1,1,592,[1.00000001 1.00000001],3.458839145861893e-17
40,0.5,1,1,329,[1. 1.],9.220343953971344e-21
40,0.5,1,1,167,[0.99999983 0.99999966],3.377106508408435e-14
40,0.5,1,1,185,[1. 1.],6.325279406349464e-19
40,0.5,1,1,394,[1. 1.],5.029481308849713e-28
40,0.5,1,1,329,[1.         0.99999999],1.339103915688249e-16
40,0.5,1,1,280,[1. 1.],7.599393903609437e-19
40,0.5,1,1,752,[1.00000001 1.00000001],3.092334158346068e-17
40,0.5,1,1,243,[1. 1.],2.512661810618083e-18
40,0.5,1,1,208,[1.         1.00000001],1.00625317925876e-17
40,0.5,1,1,228,[1. 1.],5.087985252571832e-18
40,0.5,1,1,558,[1.         0.99999999],1.8998001798738034e-17
40,0.5,1,1,207,[1. 1.],3.9657035832389983e-19
40,0.5,1,1,251,[1. 1.],2.0919950099696598e-21
40,0.5,1,1,234,[1. 1.],2.656306350128638e-19
40,0.5,1,1,649,[1. 1.],1.5917928999021545e-23
40,0.5,1,1,433,[1. 1.],6.210923773934619e-28
40,0.5,1,1,247,[1. 1.],3.980285519698079e-24
40,0.5,1,1,239,[1. 1.],2.9816557089061536e-18
40,0.5,1,1,355,[1. 1.],6.909651920611456e-20
40,0.5,1,1,193,[1.         0.99999999],1.367773119068435e-17
40,0.5,1,1,323,[1. 1.],1.024118948680548e-26
40,0.5,1,1,353,[1. 1.],1.094338033978164e-24
40,0.5,1,1,177,[1.00000035 1.0000007 ],1.2281411209956775e-13
40,0.5,1,1,222,[1. 1.],8.833526578510813e-20
40,0.5,1,1,268,[1. 1.],2.338794794453786e-24
40,0.5,1,1,232,[1. 1.],1.4462251636816792e-20
40,0.5,1,1,327,[1. 1.],1.376696632483586e-26
40,0.5,1,1,244,[1. 1.],9.82670209807646e-19
40,0.5,1,1,292,[1. 1.],1.3938631419271836e-21
40,0.5,1,1,204,[1. 1.],1.360939408336882e-19
40,0.5,1,1,285,[1. 1.],3.414764251557685e-24
40,0.5,1,1,422,[1. 1.],0.0
40,0.5,1,1,302,[1.00000002 1.00000004],3.9861487281834397e-16
40,0.5,1,1,271,[0.99999959 0.99999919],1.8416573522230282e-13
40,0.5,1,1,172,[0.99999998 0.99999995],2.910587380217714e-15
40,0.5,1,1,200,[0.99999994 0.99999988],4.23819174523509e-15
40,0.5,1,1,591,[1. 1.],2.5847115345992463e-20
40,0.5,1,1,413,[1. 1.],2.0830858278492343e-30
40,0.5,1,1,428,[0.99999993 0.99999986],1.2887368308995037e-14
40,0.5,1,1,225,[1.         0.99999999],1.5267667145700554e-17
40,0.5,1,1,332,[1.00000001 1.00000002],6.308363253163664e-17
40,0.5,1,1,414,[1. 1.],1.9721522630525295e-31
40,0.5,1,1,173,[0.99999995 0.99999989],8.768125781072032e-15
40,0.5,1,1,236,[1. 1.],2.923646360123617e-19
40,0.5,1,1,233,[1. 1.],2.536821215136902e-19
40,0.5,1,1,187,[1.00000018 1.00000034],9.985799129250161e-14
40,0.5,1,1,374,[1. 1.],0.0
40,0.5,1,1,444,[1.00000001 1.00000002],9.244198603037784e-17
40,0.5,1,1,556,[1.00000001 1.00000002],1.6670177402429744e-16
40,0.5,1,1,754,[1. 1.],4.930380657631324e-32
40,0.5,1,1,486,[1.00000004 1.00000008],1.7189622418236157e-15
40,0.5,1,1,625,[1.00000296 1.0000058 ],1.0177787304538161e-11
40,0.5,1,1,367,[1. 1.],7.796659557039474e-20
40,0.5,1,1,224,[1. 1.],4.795456812623416e-21
40,0.5,1,1,379,[1.00000006 1.00000012],3.867213681848138e-15
40,0.5,1,1,210,[1. 1.],1.9750871368355628e-19
40,0.5,1,1,407,[1.         1.00000001],6.7492480016417266e-18
40,0.5,1,1,201,[0.99999781 0.99999561],4.8163196294147106e-12
40,0.5,1,1,220,[1. 1.],7.965534489576253e-20
40,0.5,1,1,177,[0.99999975 0.9999995 ],6.186049017492251e-14
40,0.5,1,1,293,[1. 1.],5.786988299600646e-19
40,0.5,1,1,223,[0.99999855 0.9999971 ],2.0925860582965184e-12
40,0.5,1,1,233,[1.00000001 1.00000002],6.383864768682348e-17
40,0.5,1,1,275,[1.00000001 1.00000002],9.330450082501237e-17
40,0.5,1,1,405,[1. 1.],0.0
40,0.5,1,1,375,[1.00000021 1.00000043],4.9864526654234567e-14
