particles,inertia,cognition,social,epoch_stop,solution_found,fitness
40,0.5,1,1,184,[1. 1.],1.365709888583104e-22
40,0.5,1,1,188,[0.99999962 0.99999924],1.4793159791327027e-13
40,0.5,1,1,181,[0.99999988 0.99999977],1.3428429154377326e-14
40,0.5,1,1,379,[1.00000001 1.00000003],1.7475850276802735e-16
40,0.5,1,1,999,[1. 1.],4.437342591868191e-28
40,0.5,1,1,383,[1. 1.],0.0
40,0.5,1,1,170,[1. 1.],9.77058645033823e-18
40,0.5,1,1,503,[1. 1.],4.930380657631324e-32
40,0.5,1,1,483,[1.00000105 1.00000211],1.1094270538037088e-12
40,0.5,1,1,197,[1.         1.00000001],8.056110045048382e-18
40,0.5,1,1,262,[1. 1.],4.570089701438213e-24
40,0.5,1,1,283,[1. 1.],8.885369422159464e-23
40,0.5,1,1,283,[1. 1.],7.846243523814256e-26
40,0.5,1,1,503,[1.0000001 1.0000002],1.0544838149142385e-14
40,0.5,1,1,847,[1.00000002 1.00000004],3.625098918556824e-16
40,0.5,1,1,360,[1. 1.],3.635906071989734e-20
40,0.5,1,1,338,[0.99999993 0.99999987],4.59578249129082e-15
40,0.5,1,1,270,[1. 1.],1.1251425592889787e-24
40,0.5,1,1,198,[1.         1.00000001],8.840236615902302e-17
40,0.5,1,1,684,[1. 1.],0.0
40,0.5,1,1,183,[0.99999999 0.99999999],9.948776540324521e-17
40,0.5,1,1,426,[1. 1.],5.814099929995193e-20
40,0.5,1,1,254,[1. 1.],4.4620812698559223e-20
40,0.5,1,1,250,[1. 1.],5.959440488680304e-22
40,0.5,1,1,326,[1. 1.],1.6217231356020934e-23
40,0.5,1,1,297,[0.99999999 0.99999998],9.588097583467845e-17
40,0.5,1,1,266,[1. 1.],8.891828375918903e-19
40,0.5,1,1,232,[1. 1.],5.029405531820207e-18
40,0.5,1,1,248,[1. 1.],7.795679080533545e-24
40,0.5,1,1,252,[1.00000003 1.00000006],1.0022284512641305e-15
40,0.5,1,1,225,[1. 1.],3.9034619355807824e-17
40,0.5,1,1,269,[1. 1.],1.4242635734345543e-18
40,0.5,1,1,240,[1. 1.],1.0483821213442832e-19
40,0.5,1,1,319,[1.00000012 1.00000023],1.3520067107647137e-14
40,0.5,1,1,466,[1. 1.],4.85208716920803e-19
40,0.5,1,1,586,[1. 1.],0.0
40,0.5,1,1,198,[1. 1.],3.1447133475012034e-19
40,0.5,1,1,148,[1.00000279 1.00000561],7.92207845595482e-12
40,0.5,1,1,204,[1.00000002 1.00000005],5.823894101293717e-16
40,0.5,1,1,248,[1.         1.00000001],2.2810921316399755e-17
40,0.5,1,1,192,[0.99999999 0.99999997],2.1798710057725015e-16
40,0.5,1,1,228,[1. 1.],3.469099684761777e-18
40,0.5,1,1,182,[1. 1.],1.858440040616884e-16
40,0.5,1,1,204,[1. 1.],6.245267206871556e-19
40,0.5,1,1,266,[1. 1.],4.289014639981333e-19
40,0.5,1,1,466,[1. 1.],0.0
40,0.5,1,1,215,[0.99999997 0.99999994],3.362216722646905e-15
40,0.5,1,1,266,[1. 1.],1.7740446743845353e-18
40,0.5,1,1,787,[1.00000097 1.00000191],1.0168703589495515e-12
40,0.5,1,1,211,[0.99999999 0.99999998],1.1838932976280073e-16
40,0.5,1,1,190,[1. 1.],1.4689113930470086e-21
40,0.5,1,1,474,[1. 1.],1.7213911306531373e-25
40,0.5,1,1,351,[1. 1.],4.851340919314858e-20
40,0.5,1,1,202,[1.         1.00000001],1.3735980812698395e-17
40,0.5,1,1,340,[1. 1.],2.924883331991298e-18
40,0.5,1,1,883,[1. 1.],2.4158865222393487e-30
40,0.5,1,1,362,[1. 1.],5.659655858531365e-19
40,0.5,1,1,327,[1.         1.00000001],4.2737003989710747e-17
40,0.5,1,1,274,[1. 1.],3.183054985161947e-24
40,0.5,1,1,286,[0.99999991 0.99999981],9.357684055182379e-15
40,0.5,1,1,184,[0.99999975 0.9999995 ],6.276097031509254e-14
40,0.5,1,1,207,[1.00000006 1.00000012],3.777444770934382e-15
40,0.5,1,1,442,[1. 1.],4.149482637297072e-20
40,0.5,1,1,297,[1.00000011 1.00000022],1.509964857032046e-14
40,0.5,1,1,628,[1. 1.],4.738767377796945e-20
40,0.5,1,1,263,[1. 1.],6.216747305374332e-22
40,0.5,1,1,271,[1.00000002 1.00000004],4.0122432388762433e-16
40,0.5,1,1,514,[1.0000007 1.0000014],4.988213104303534e-13
40,0.5,1,1,239,[1. 1.],3.1854130951959436e-20
40,0.5,1,1,297,[1. 1.],1.672742724846864e-19
40,0.5,1,1,213,[1. 1.],7.916491308084227e-19
40,0.5,1,1,224,[1.00000062 1.00000123],3.893162483338686e-13
40,0.5,1,1,393,[1. 1.],1.7749370367472766e-30
40,0.5,1,1,618,[0.99999995 0.99999991],2.04798499941558e-15
40,0.5,1,1,181,[0.99999961 0.99999921],1.5428236851221726e-13
40,0.5,1,1,329,[1. 1.],1.7805011143004526e-23
40,0.5,1,1,471,[1.00000034 1.00000065],1.9346294222286596e-13
40,0.5,1,1,662,[1. 1.],0.0
40,0.5,1,1,294,[1. 1.],3.671186533309831e-24
40,0.5,1,1,400,[1. 1.],8.95574342774601e-18
40,0.5,1,1,338,[1.00000002 1.00000004],3.2417801981598896e-16
40,0.5,1,1,135,[0.99999955 0.99999911],2.1832439212995398e-13
40,0.5,1,1,181,[1.0000007  1.00000142],5.340609384626478e-13
40,0.5,1,1,478,[1. 1.],2.256230835180623e-19
40,0.5,1,1,366,[1. 1.],9.211711511208307e-21
40,0.5,1,1,460,[1.         0.99999999],2.0581055579337576e-17
40,0.5,1,1,261,[1. 1.],5.20733044366605e-24
40,0.5,1,1,212,[1.00000001 1.00000003],2.362103966741278e-16
40,0.5,1,1,395,[1. 1.],1.6429845977618143e-18
40,0.5,1,1,490,[1. 1.],5.64611606055832e-22
40,0.5,1,1,335,[1.         1.00000001],1.69029804335613e-17
40,0.5,1,1,266,[1. 1.],2.5047936114480855e-25
40,0.5,1,1,193,[0.99999988 0.99999976],1.474311995993105e-14
40,0.5,1,1,222,[0.99999986 0.99999972],1.9118728514525637e-14
40,0.5,1,1,358,[1.         0.99999999],2.038137928559712e-17
40,0.5,1,1,299,[1. 1.],2.1393421794024822e-19
40,0.5,1,1,493,[1. 1.],2.189896728641316e-22
40,0.5,1,1,193,[1.00000003 1.00000005],6.931874180689746e-16
40,0.5,1,1,170,[1.0000003 1.0000006],9.474238229657845e-14
40,0.5,1,1,273,[0.99999998 0.99999997],2.452172136099656e-16
40,0.5,1,1,313,[1. 1.],1.3294410950632473e-21
40,0.5,1,1,198,[0.99999997 0.99999994],9.584309675941327e-16
40,0.5,1,1,206,[1. 1.],2.060894023039269e-21
40,0.5,1,1,157,[1.00000031 1.00000058],2.2121406480837498e-13
40,0.5,1,1,897,[1. 1.],3.1554436208840472e-30
40,0.5,1,1,198,[1.00000262 1.00000507],9.31197720797517e-12
40,0.5,1,1,419,[1.00000275 1.00000554],7.73319478382928e-12
40,0.5,1,1,258,[1. 1.],1.0760312523567682e-18
40,0.5,1,1,295,[1. 1.],5.3454341303057126e-18
40,0.5,1,1,216,[1. 1.],3.2929560151090337e-21
40,0.5,1,1,193,[1.         1.00000001],1.5670231908531592e-16
40,0.5,1,1,240,[1. 1.],3.1248073324872225e-21
40,0.5,1,1,268,[1. 1.],1.3760239212911475e-18
40,0.5,1,1,454,[1.00000047 1.00000094],2.2313302642375205e-13
40,0.5,1,1,513,[1. 1.],6.35812521884886e-26
40,0.5,1,1,174,[0.99999988 0.99999975],1.5318441952186974e-14
40,0.5,1,1,290,[1. 1.],2.06348756473515e-28
40,0.5,1,1,232,[1. 1.],3.9032837590335664e-24
40,0.5,1,1,248,[1. 1.],2.1295190840379093e-18
40,0.5,1,1,534,[1. 1.],1.0509627127352379e-18
40,0.5,1,1,178,[1.00000104 1.00000207],1.1417461701190605e-12
40,0.5,1,1,336,[1.00000086 1.00000176],8.41925043173239e-13
40,0.5,1,1,326,[0.99999996 0.99999991],1.8502596046575865e-15
40,0.5,1,1,438,[1. 1.],4.930380657631324e-32
40,0.5,1,1,282,[0.99999986 0.99999972],2.6048039406369834e-14
40,0.5,1,1,167,[1.00000011 1.00000021],1.2232797307148178e-14
40,0.5,1,1,182,[0.99999998 0.99999997],2.3921563922313547e-16
40,0.5,1,1,391,[1. 1.],2.1742978700154138e-29
40,0.5,1,1,527,[1. 1.],0.0
40,0.5,1,1,275,[1. 1.],6.048152729570856e-20
40,0.5,1,1,592,[1.00000007 1.00000014],5.148022038031938e-15
40,0.5,1,1,282,[1. 1.],1.0882401993319426e-19
40,0.5,1,1,276,[1. 1.],2.8322448044909603e-22
40,0.5,1,1,684,[1. 1.],4.345255407135282e-27
40,0.5,1,1,337,[1. 1.],5.096842634584601e-25
40,0.5,1,1,201,[1. 1.],3.9582569841475714e-18
40,0.5,1,1,554,[1.00000001 1.00000002],1.180204382210104e-16
40,0.5,1,1,185,[0.99999998 0.99999997],2.430340188402021e-16
40,0.5,1,1,239,[1. 1.],2.7299585576178824e-20
40,0.5,1,1,509,[1. 1.],4.3257549430519226e-23
40,0.5,1,1,810,[1.00000001 1.00000001],6.549237963120217e-17
40,0.5,1,1,237,[1. 1.],1.4061565820495598e-21
40,0.5,1,1,475,[1.00000062 1.00000119],6.421708508302916e-13
40,0.5,1,1,315,[0.99999999 0.99999999],2.612712983426829e-17
40,0.5,1,1,336,[1. 1.],2.28262301150178e-22
40,0.5,1,1,207,[1.00000007 1.00000012],9.136995561308713e-14
40,0.5,1,1,316,[1.00000085 1.0000017 ],7.47440796168881e-13
40,0.5,1,1,337,[1. 1.],3.182892484974622e-19
40,0.5,1,1,207,[1.         0.99999999],2.4670907121249303e-17
40,0.5,1,1,216,[1.         1.00000001],8.084468622297574e-17
40,0.5,1,1,216,[0.99999684 0.99999366],1.0018594362094962e-11
40,0.5,1,1,363,[1. 1.],3.498102684883264e-18
40,0.5,1,1,287,[1.00000001 1.00000001],4.909862341017159e-17
40,0.5,1,1,466,[1. 1.],2.0963361162185272e-19
40,0.5,1,1,215,[0.99999974 0.99999948],7.093097560016861e-14
40,0.5,1,1,198,[0.99999987 0.99999973],1.8000062380779313e-14
40,0.5,1,1,211,[0.99999979 0.99999957],4.641057899540669e-14
40,0.5,1,1,199,[0.99999306 0.99998606],4.8542871879735356e-11
40,0.5,1,1,238,[1. 1.],4.0495088923858696e-19
40,0.5,1,1,935,[1. 1.],3.38729477130916e-26
40,0.5,1,1,346,[1. 1.],8.155404275546193e-25
40,0.5,1,1,229,[1.00000003 1.00000007],1.2222336709372004e-15
40,0.5,1,1,192,[1. 1.],1.1905544758290202e-20
40,0.5,1,1,339,[1.00000035 1.00000069],1.2062773416988023e-13
40,0.5,1,1,283,[1.         0.99999999],1.2799070923057054e-17
40,0.5,1,1,364,[1.00000063 1.00000127],4.0011867558659703e-13
40,0.5,1,1,155,[1.00000069 1.00000138],4.821679866010987e-13
40,0.5,1,1,148,[1.00000007 1.00000013],5.497525851429841e-15
40,0.5,1,1,257,[0.99999993 0.99999985],5.295981413440751e-15
40,0.5,1,1,426,[1. 1.],7.029485292237202e-26
40,0.5,1,1,234,[1.00000001 1.00000002],1.519013498203081e-16
40,0.5,1,1,220,[1. 1.],2.255734446799916e-19
40,0.5,1,1,248,[1. 1.],4.470716954344242e-22
40,0.5,1,1,440,[1. 1.],0.0
40,0.5,1,1,223,[1.00000034 1.00000069],1.2338772852209066e-13
40,0.5,1,1,343,[1.00000059 1.00000117],3.444320442176053e-13
40,0.5,1,1,235,[1.00000001 1.00000001],5.4270569122612866e-17
40,0.5,1,1,188,[1. 1.],7.214913965949761e-20
40,0.5,1,1,359,[1.         0.99999999],7.495968502607473e-18
40,0.5,1,1,200,[1. 1.],9.023349870828942e-19
40,0.5,1,1,999,[1. 1.],5.138628103696093e-25
40,0.5,1,1,240,[1. 1.],3.6670382100758474e-21
40,0.5,1,1,263,[0.99999901 0.99999803],9.970294614558942e-13
40,0.5,1,1,254,[1. 1.],4.594848726298335e-20
40,0.5,1,1,574,[1. 1.],4.402871139926696e-19
40,0.5,1,1,416,[0.99999999 0.99999998],9.153992433143805e-17
40,0.5,1,1,172,[1.00000001 1.00000001],3.3144671293831655e-17
40,0.5,1,1,727,[1. 1.],2.3695941967934137e-18
40,0.5,1,1,349,[1.00000137 1.00000273],1.8660164248855212e-12
40,0.5,1,1,259,[1. 1.],4.588280685951886e-21
40,0.5,1,1,189,[1.         0.99999999],1.4473250517990597e-17
40,0.5,1,1,525,[1.         1.00000001],1.2441029067409154e-17
40,0.5,1,1,251,[0.99999994 0.99999988],3.4246067741641384e-15
40,0.5,1,1,232,[1. 1.],1.3958670771002846e-20
40,0.5,1,1,416,[1. 1.],1.446081004335865e-22
40,0.5,1,1,867,[1. 1.],3.7248530858186625e-24
40,0.5,1,1,290,[1. 1.],2.0678877938866177e-24
40,0.5,1,1,298,[1. 1.],3.5064142216236344e-19
40,0.5,1,1,354,[1.00000054 1.00000108],2.915995555059166e-13
40,0.5,1,1,999,[0.99929245 0.99858319],5.011125373207313e-07
40,0.5,1,1,279,[0.99999999 0.99999997],2.1389413824288339e-16
40,0.5,1,1,252,[1. 1.],1.6069891461087447e-20
40,0.5,1,1,358,[1. 1.],2.220658026839715e-22
40,0.5,1,1,237,[1. 1.],3.34230713003486e-19
40,0.5,1,1,342,[1. 1.],5.374114916818143e-30
40,0.5,1,1,218,[0.99999994 0.99999989],3.131439011770953e-15
40,0.5,1,1,425,[1. 1.],2.4844230623920673e-16
40,0.5,1,1,238,[1. 1.],2.941841041867992e-24
40,0.5,1,1,201,[1.         1.00000001],2.426377904185076e-17
40,0.5,1,1,427,[1.00000938 1.00001894],9.129484374816427e-11
40,0.5,1,1,240,[1. 1.],4.972638534179172e-18
40,0.5,1,1,222,[1. 1.],1.6911627436182154e-22
40,0.5,1,1,297,[0.9999997  0.99999941],9.821030581414106e-14
40,0.5,1,1,208,[1. 1.],3.8588148429011797e-19
40,0.5,1,1,395,[1. 1.],1.6058883366777498e-20
40,0.5,1,1,182,[1.00000005 1.0000001 ],2.6257194707613716e-15
40,0.5,1,1,261,[0.99999997 0.99999994],1.559487960057129e-15
40,0.5,1,1,304,[1. 1.],3.073845821000249e-26
40,0.5,1,1,290,[0.99999999 0.99999998],1.1214691181033946e-16
40,0.5,1,1,200,[1. 1.],2.4466573779167547e-18
40,0.5,1,1,507,[1.00000008 1.00000016],9.061539746452889e-15
40,0.5,1,1,419,[1. 1.],2.7169245569453832e-17
40,0.5,1,1,187,[1. 1.],1.7553205685834068e-17
40,0.5,1,1,177,[1. 1.],3.78900146477992e-19
40,0.5,1,1,366,[1. 1.],4.930380657631324e-32
40,0.5,1,1,350,[1.00000203 1.00000413],4.598057516634328e-12
40,0.5,1,1,999,[0.99999998 0.99999996],3.3590049803924796e-16
40,0.5,1,1,669,[1. 1.],4.14445135674934e-25
40,0.5,1,1,181,[0.99999999 0.99999997],2.285231474561747e-16
40,0.5,1,1,614,[1. 1.],0.0
40,0.5,1,1,486,[1. 1.],0.0
40,0.5,1,1,223,[1.00000013 1.00000028],5.5467123304461696e-14
40,0.5,1,1,351,[1.00000001 1.00000001],5.532012353082891e-17
40,0.5,1,1,366,[1.00000036 1.0000007 ],1.6893548113864836e-13
40,0.5,1,1,378,[1. 1.],8.801962069036321e-29
40,0.5,1,1,209,[0.99999991 0.99999982],7.799593524449109e-15
40,0.5,1,1,155,[1.00000001 1.00000002],8.243347603943217e-17
40,0.5,1,1,437,[1. 1.],6.809458501537416e-17
40,0.5,1,1,259,[1. 1.],8.178318103295551e-22
40,0.5,1,1,336,[1.00000001 1.00000002],8.138501095478487e-17
40,0.5,1,1,488,[1. 1.],3.708354366729055e-18
40,0.5,1,1,218,[1. 1.],2.7485401906844065e-19
40,0.5,1,1,399,[1. 1.],8.291086274270079e-19
40,0.5,1,1,376,[1. 1.],0.0
40,0.5,1,1,400,[1. 1.],0.0
40,0.5,1,1,796,[1. 1.],7.579258884049114e-20
40,0.5,1,1,227,[1. 1.],5.584821629524239e-18
40,0.5,1,1,248,[1. 1.],2.1170437339145963e-20
40,0.5,1,1,237,[1.         1.00000001],1.4268145883856987e-17
40,0.5,1,1,206,[1. 1.],1.127857661159279e-15
40,0.5,1,1,161,[1.00000003 1.00000005],6.747447948464651e-16
40,0.5,1,1,280,[1. 1.],2.503154795228549e-18
40,0.5,1,1,189,[1. 1.],4.2883891680979175e-20
40,0.5,1,1,285,[1.00000082 1.0000017 ],1.0542741040730721e-12
40,0.5,1,1,169,[1. 1.],3.231474751456539e-20
40,0.5,1,1,280,[1. 1.],3.0077758431580335e-20
40,0.5,1,1,211,[1. 1.],1.763643478911882e-20
40,0.5,1,1,213,[1. 1.],9.284136641799572e-21
40,0.5,1,1,237,[0.99999992 0.99999985],6.102758230838954e-15
40,0.5,1,1,675,[1.00000065 1.00000131],4.282336949747599e-13
40,0.5,1,1,243,[1. 1.],1.6338690249123506e-16
40,0.5,1,1,456,[1.00000049 1.00000103],5.358307311428813e-13
40,0.5,1,1,211,[1. 1.],4.872804738383063e-20
40,0.5,1,1,190,[0.99999997 0.99999994],1.3256866347837056e-15
40,0.5,1,1,172,[1. 1.],1.4150011223978478e-20
40,0.5,1,1,236,[1. 1.],5.327459455386695e-21
40,0.5,1,1,368,[1. 1.],1.0369990751105441e-25
40,0.5,1,1,276,[1.         1.00000001],1.7608910238959333e-17
40,0.5,1,1,922,[1. 1.],0.0
40,0.5,1,1,613,[1. 1.],5.3359044667215e-29
40,0.5,1,1,241,[1. 1.],1.422387500630394e-20
40,0.5,1,1,436,[0.99999999 0.99999997],1.9103406706079008e-16
40,0.5,1,1,201,[1. 1.],8.761628788419593e-19
40,0.5,1,1,335,[1. 1.],1.5848315426098444e-25
40,0.5,1,1,209,[1.         0.99999999],1.0430418027717417e-17
40,0.5,1,1,375,[1. 1.],5.86312113610948e-20
40,0.5,1,1,231,[1.         0.99999999],5.373609873355751e-17
40,0.5,1,1,426,[1.00000002 1.00000004],3.4251188237088203e-16
40,0.5,1,1,189,[1.         1.00000001],1.1540602852335332e-17
40,0.5,1,1,277,[1. 1.],1.9087520051379826e-25
